dt,close
2021-09-14,9.6899995803833
2021-09-13,9.569999694824219
2021-09-10,9.390000343322754
2021-09-09,9.319999694824219
2021-09-08,9.260000228881836
2021-09-07,9.15999984741211
2021-09-03,9.329999923706055
2021-09-02,9.329999923706055
2021-09-01,9.220000267028809
2021-08-31,9.380000114440918
2021-08-30,9.09000015258789
2021-08-27,9.010000228881836
2021-08-26,8.9399995803833
2021-08-25,8.979999542236328
2021-08-24,9.0
2021-08-23,8.899999618530273
2021-08-20,8.760000228881836
2021-08-19,8.6899995803833
2021-08-18,8.720000267028809
2021-08-17,8.710000038146973
2021-08-16,8.630000114440918
2021-08-13,8.649999618530273
2021-08-12,8.619999885559082
2021-08-11,8.619999885559082
2021-08-10,8.510000228881836
2021-08-09,8.529999732971191
2021-08-06,8.5600004196167
2021-08-05,8.579999923706055
2021-08-04,8.569999694824219
2021-08-03,8.680000305175781
2021-08-02,8.619999885559082
2021-07-30,8.59000015258789
2021-07-29,8.670000076293945
2021-07-28,8.609999656677246
2021-07-27,8.539999961853027
2021-07-26,8.649999618530273
2021-07-23,8.510000228881836
2021-07-22,8.529999732971191
2021-07-21,8.489999771118164
2021-07-20,8.4399995803833
2021-07-19,8.420000076293945
2021-07-16,8.640000343322754
2021-07-15,8.609999656677246
2021-07-14,8.710000038146973
2021-07-13,8.640000343322754
2021-07-12,8.609999656677246
2021-07-09,8.539999961853027
2021-07-08,8.420000076293945
2021-07-07,8.739999771118164
2021-07-06,9.470000267028809
2021-07-02,9.630000114440918
2021-07-01,9.279999732971191
2021-06-30,9.260000228881836
2021-06-29,9.390000343322754
2021-06-28,9.40999984741211
2021-06-25,9.4399995803833
2021-06-24,9.369999885559082
2021-06-23,9.380000114440918
2021-06-22,9.40999984741211
2021-06-21,9.390000343322754
2021-06-18,9.399999618530273
2021-06-17,9.489999771118164
2021-06-16,9.470000267028809
2021-06-15,9.510000228881836
2021-06-14,9.520000457763672
2021-06-11,9.420000076293945
2021-06-10,9.479999542236328
2021-06-09,9.390000343322754
2021-06-08,9.489999771118164
2021-06-07,9.34000015258789
2021-06-04,9.329999923706055
2021-06-03,9.140000343322754
2021-06-02,9.229999542236328
2021-06-01,9.170000076293945
2021-05-28,9.119999885559082
2021-05-27,9.09000015258789
2021-05-26,9.069999694824219
2021-05-25,9.0600004196167
2021-05-24,9.079999923706055
2021-05-21,9.100000381469727
2021-05-20,9.149999618530273
2021-05-19,9.300000190734863
2021-05-18,9.229999542236328
2021-05-17,8.930000305175781
2021-05-14,8.890000343322754
2021-05-13,8.729999542236328
2021-05-12,8.609999656677246
2021-05-11,8.720000267028809
2021-05-10,8.710000038146973
2021-05-07,8.779999732971191
2021-05-06,8.670000076293945
2021-05-05,8.609999656677246
2021-05-04,8.479999542236328
2021-05-03,8.539999961853027
2021-04-30,8.470000267028809
2021-04-29,8.640000343322754
2021-04-28,8.640000343322754
2021-04-27,8.579999923706055
2021-04-26,8.600000381469727
2021-04-23,8.5600004196167
2021-04-22,8.4399995803833
2021-04-21,8.329999923706055
2021-04-20,8.319999694824219
2021-04-19,8.350000381469727
2021-04-16,8.399999618530273
2021-04-15,8.220000267028809
2021-04-14,8.3100004196167
2021-04-13,8.25
2021-04-12,8.130000114440918
2021-04-09,8.130000114440918
2021-04-08,8.1899995803833
2021-04-07,8.170000076293945
2021-04-06,8.180000305175781
2021-04-05,8.270000457763672
2021-04-01,8.220000267028809
2021-03-31,8.34000015258789
2021-03-30,8.220000267028809
2021-03-29,8.279999732971191
2021-03-26,8.270000457763672
2021-03-25,8.180000305175781
2021-03-24,8.149999618530273
2021-03-23,8.1899995803833
2021-03-22,8.479999542236328
2021-03-19,8.479999542236328
2021-03-18,8.399999618530273
2021-03-17,8.569999694824219
2021-03-16,8.680000305175781
2021-03-15,8.739999771118164
2021-03-12,8.729999542236328
2021-03-11,8.630000114440918
2021-03-10,8.470000267028809
2021-03-09,8.390000343322754
2021-03-08,8.109999656677246
2021-03-05,8.510000228881836
2021-03-04,8.510000228881836
2021-03-03,8.470000267028809
2021-03-02,8.59000015258789
2021-03-01,8.470000267028809
2021-02-26,8.220000267028809
2021-02-25,8.350000381469727
2021-02-24,8.520000457763672
2021-02-23,8.489999771118164
2021-02-22,8.510000228881836
2021-02-19,8.670000076293945
2021-02-18,8.600000381469727
2021-02-17,8.680000305175781
2021-02-16,8.869999885559082
2021-02-12,8.90999984741211
2021-02-11,8.970000267028809
2021-02-10,9.130000114440918
2021-02-09,9.180000305175781
2021-02-08,9.140000343322754
2021-02-05,9.229999542236328
2021-02-04,9.1899995803833
2021-02-03,9.270000457763672
2021-02-02,9.15999984741211
2021-02-01,9.0600004196167
2021-01-29,9.0
2021-01-28,9.119999885559082
2021-01-27,9.270000457763672
2021-01-26,9.210000038146973
2021-01-25,9.15999984741211
2021-01-22,9.050000190734863
2021-01-21,9.170000076293945
2021-01-20,9.25
2021-01-19,9.229999542236328
2021-01-15,9.260000228881836
2021-01-14,9.4399995803833
2021-01-13,9.069999694824219
2021-01-12,9.170000076293945
2021-01-11,9.140000343322754
2021-01-08,9.239999771118164
2021-01-07,9.149999618530273
2021-01-06,9.100000381469727
2021-01-05,9.229999542236328
2021-01-04,9.119999885559082
2020-12-31,8.949999809265137
2020-12-30,9.029999732971191
2020-12-29,9.029999732971191
2020-12-28,8.890000343322754
2020-12-24,8.880000114440918
2020-12-23,8.789999961853027
2020-12-22,8.75
2020-12-21,8.760000228881836
2020-12-18,9.09000015258789
2020-12-17,8.90999984741211
2020-12-16,8.699999809265137
2020-12-15,8.729999542236328
2020-12-14,8.529999732971191
2020-12-11,8.65999984741211
2020-12-10,8.850000381469727
2020-12-09,8.630000114440918
2020-12-08,8.609999656677246
2020-12-07,8.569999694824219
2020-12-04,8.520000457763672
2020-12-03,8.460000038146973
2020-12-02,8.5
2020-12-01,8.5
2020-11-30,8.630000114440918
2020-11-27,8.579999923706055
2020-11-25,8.470000267028809
2020-11-24,8.260000228881836
2020-11-23,8.359999656677246
2020-11-20,8.300000190734863
2020-11-19,8.369999885559082
2020-11-18,8.430000305175781
2020-11-17,8.600000381469727
2020-11-16,8.460000038146973
2020-11-13,8.289999961853027
2020-11-12,8.229999542236328
2020-11-11,8.34000015258789
2020-11-10,8.399999618530273
2020-11-09,8.369999885559082
2020-11-06,8.3100004196167
2020-11-05,8.369999885559082
2020-11-04,8.119999885559082
2020-11-03,8.029999732971191
2020-11-02,7.829999923706055
2020-10-30,7.820000171661377
2020-10-29,7.880000114440918
2020-10-28,7.849999904632568
2020-10-27,8.119999885559082
2020-10-26,8.270000457763672
2020-10-23,8.300000190734863
2020-10-22,8.319999694824219
2020-10-21,8.3100004196167
2020-10-20,8.239999771118164
2020-10-19,8.050000190734863
2020-10-16,8.229999542236328
2020-10-15,8.140000343322754
2020-10-14,8.59000015258789
2020-10-13,8.5
2020-10-12,8.520000457763672
2020-10-09,8.539999961853027
2020-10-08,8.539999961853027
2020-10-07,8.390000343322754
2020-10-06,8.640000343322754
2020-10-05,8.739999771118164
2020-10-02,8.640000343322754
2020-10-01,8.729999542236328
2020-09-30,8.729999542236328
2020-09-29,8.5600004196167
2020-09-28,8.789999961853027
2020-09-25,8.819999694824219
2020-09-24,8.680000305175781
2020-09-23,8.819999694824219
2020-09-22,8.960000038146973
2020-09-21,9.0
2020-09-18,9.010000228881836
2020-09-17,9.15999984741211
2020-09-16,9.109999656677246
2020-09-15,9.039999961853027
2020-09-14,8.890000343322754
2020-09-11,8.880000114440918
2020-09-10,8.800000190734863
2020-09-09,8.9399995803833
2020-09-08,8.710000038146973
2020-09-04,8.949999809265137
2020-09-03,8.979999542236328
2020-09-02,9.079999923706055
2020-09-01,9.489999771118164
2020-08-31,9.319999694824219
2020-08-28,9.550000190734863
2020-08-27,9.739999771118164
2020-08-26,9.680000305175781
2020-08-25,9.510000228881836
2020-08-24,9.489999771118164
2020-08-21,9.460000038146973
2020-08-20,9.449999809265137
2020-08-19,9.449999809265137
2020-08-18,9.489999771118164
2020-08-17,9.510000228881836
2020-08-14,9.520000457763672
2020-08-13,9.420000076293945
2020-08-12,9.260000228881836
2020-08-11,8.960000038146973
2020-08-10,8.880000114440918
2020-08-07,8.90999984741211
2020-08-06,9.0
2020-08-05,9.140000343322754
2020-08-04,9.109999656677246
2020-08-03,9.020000457763672
2020-07-31,8.859999656677246
2020-07-30,8.829999923706055
2020-07-29,9.119999885559082
2020-07-28,9.010000228881836
2020-07-27,8.989999771118164
2020-07-24,8.90999984741211
2020-07-23,8.960000038146973
2020-07-22,9.050000190734863
2020-07-21,9.0600004196167
2020-07-20,9.079999923706055
2020-07-17,8.899999618530273
2020-07-16,8.979999542236328
2020-07-15,8.970000267028809
2020-07-14,8.899999618530273
2020-07-13,8.84000015258789
2020-07-10,8.869999885559082
2020-07-09,8.819999694824219
2020-07-08,8.899999618530273
2020-07-07,9.210000038146973
2020-07-06,9.329999923706055
2020-07-02,9.279999732971191
2020-07-01,9.119999885559082
2020-06-30,9.1899995803833
2020-06-29,9.239999771118164
2020-06-26,9.220000267028809
2020-06-25,9.40999984741211
2020-06-24,9.359999656677246
2020-06-23,9.34000015258789
2020-06-22,9.270000457763672
2020-06-19,9.1899995803833
2020-06-18,9.210000038146973
2020-06-17,9.289999961853027
2020-06-16,9.279999732971191
2020-06-15,9.279999732971191
2020-06-12,9.1899995803833
2020-06-11,8.970000267028809
2020-06-10,9.529999732971191
2020-06-09,9.489999771118164
2020-06-08,9.520000457763672
2020-06-05,9.40999984741211
2020-06-04,9.069999694824219
2020-06-03,9.479999542236328
2020-06-02,9.34000015258789
